team,other_team,game,teamid,otherid
winthrop,oralroberts,winthrop vs. oralroberts,1457,1331
winthrop,oregon,winthrop vs. oregon,1457,1332
winthrop,oregonst,winthrop vs. oregonst,1457,1333
winthrop,purdue,winthrop vs. purdue,1457,1345
winthrop,rutgers,winthrop vs. rutgers,1457,1353
winthrop,sandiegost,winthrop vs. sandiegost,1457,1361
winthrop,ucsantabarbara,winthrop vs. ucsantabarbara,1457,1364
winthrop,stbonaventure,winthrop vs. stbonaventure,1457,1382
winthrop,syracuse,winthrop vs. syracuse,1457,1393
winthrop,tennessee,winthrop vs. tennessee,1457,1397
winthrop,texas,winthrop vs. texas,1457,1400
winthrop,texastech,winthrop vs. texastech,1457,1403
winthrop,texassouthern,winthrop vs. texassouthern,1457,1411
winthrop,ucla,winthrop vs. ucla,1457,1417
winthrop,uncgreensboro,winthrop vs. uncgreensboro,1457,1422
winthrop,southerncalifornia,winthrop vs. southerncalifornia,1457,1425
winthrop,utahst,winthrop vs. utahst,1457,1429
winthrop,vcu,winthrop vs. vcu,1457,1433
winthrop,villanova,winthrop vs. villanova,1457,1437
winthrop,virginia,winthrop vs. virginia,1457,1438
winthrop,virginiatech,winthrop vs. virginiatech,1457,1439
winthrop,westvirginia,winthrop vs. westvirginia,1457,1452
winthrop,wisconsin,winthrop vs. wisconsin,1457,1458
wisconsin,moreheadst,wisconsin vs. moreheadst,1458,1287
wisconsin,norfolkst,wisconsin vs. norfolkst,1458,1313
wisconsin,northcarolina,wisconsin vs. northcarolina,1458,1314
wisconsin,northtexas,wisconsin vs. northtexas,1458,1317
wisconsin,ohio,wisconsin vs. ohio,1458,1325
wisconsin,ohiost,wisconsin vs. ohiost,1458,1326
wisconsin,oklahoma,wisconsin vs. oklahoma,1458,1328
wisconsin,oklahomast,wisconsin vs. oklahomast,1458,1329
wisconsin,oralroberts,wisconsin vs. oralroberts,1458,1331
wisconsin,oregon,wisconsin vs. oregon,1458,1332
wisconsin,oregonst,wisconsin vs. oregonst,1458,1333
wisconsin,purdue,wisconsin vs. purdue,1458,1345
wisconsin,rutgers,wisconsin vs. rutgers,1458,1353
wisconsin,sandiegost,wisconsin vs. sandiegost,1458,1361
wisconsin,ucsantabarbara,wisconsin vs. ucsantabarbara,1458,1364
wisconsin,stbonaventure,wisconsin vs. stbonaventure,1458,1382
wisconsin,syracuse,wisconsin vs. syracuse,1458,1393
wisconsin,tennessee,wisconsin vs. tennessee,1458,1397
wisconsin,texas,wisconsin vs. texas,1458,1400
wisconsin,texastech,wisconsin vs. texastech,1458,1403
wisconsin,texassouthern,wisconsin vs. texassouthern,1458,1411
wisconsin,ucla,wisconsin vs. ucla,1458,1417
wisconsin,uncgreensboro,wisconsin vs. uncgreensboro,1458,1422
wisconsin,southerncalifornia,wisconsin vs. southerncalifornia,1458,1425
wisconsin,utahst,wisconsin vs. utahst,1458,1429
wisconsin,vcu,wisconsin vs. vcu,1458,1433
wisconsin,villanova,wisconsin vs. villanova,1458,1437
wisconsin,virginia,wisconsin vs. virginia,1458,1438
wisconsin,virginiatech,wisconsin vs. virginiatech,1458,1439
wisconsin,westvirginia,wisconsin vs. westvirginia,1458,1452
wisconsin,winthrop,wisconsin vs. winthrop,1458,1457
