team,season,id,x3fg,x3fga,apg,ast,bkpg,blks,fg_percent,fga,fgm,ft,fta,ft_percent,gm,l,w_l,pct,rank,reb,rpg,st,to,w,TeamNameSpelling,TeamID,ConfAbbrev
stjohns,2019,se_data/se_2019,289,809,13.9,472,3.3,111,45,2100,944,446,620,71.9,34,13,21-13,61.8,133,1117,32.85,302,358,21,st. john’s,1385,big_east
sandiego,2019,se_data/se_2019,284,808,14.3,516,3.1,112,45.7,2002,914,479,641,74.7,36,15,21-15,58.3,40,1238,34.39,204,465,21,san diego,1360,wcc
sandiego,2019,se_data/se_2019,284,808,14.3,516,3.1,112,45.7,2002,914,479,641,74.7,36,15,21-15,58.3,40,1238,34.39,204,465,21,san-diego,1360,wcc
umbc,2019,se_data/se_2019,261,807,13.3,452,2.4,83,43.3,1893,820,395,573,68.9,34,13,21-13,61.8,236,1146,33.71,268,429,21,umbc,1420,aec
memphis,2019,se_data/se_2019,260,807,15.4,553,4,144,45.2,2241,1013,596,835,71.4,36,14,22-14,61.1,153,1361,37.81,288,540,22,memphis,1272,aac
utah,2019,se_data/se_2019,298,806,14.2,440,2.6,80,46.4,1735,805,435,616,70.6,31,14,17-14,54.8,172,1096,35.35,144,409,17,utah,1428,pac_twelve
stfrancisbrooklyn,2019,se_data/se_2019,270,806,11.7,387,4.1,136,42.3,1989,841,393,580,67.8,33,16,17-16,51.5,284,1191,36.09,194,413,17,st-francis-brooklyn,1383,nec
stfrancisbrooklyn,2019,se_data/se_2019,270,806,11.7,387,4.1,136,42.3,1989,841,393,580,67.8,33,16,17-16,51.5,284,1191,36.09,194,413,17,st. francis brooklyn,1383,nec
penn,2019,se_data/se_2019,282,803,15,465,2.5,76,45.4,1810,821,326,511,63.8,31,12,19-12,61.3,337,1103,35.58,210,395,19,penn,1335,ivy
baylor,2019,se_data/se_2019,274,803,13.9,473,4.7,159,44.2,1966,869,430,635,67.7,34,14,20-14,58.8,285,1274,37.47,209,447,20,baylor,1124,big_twelve
southdakotast,2019,se_data/se_2019,327,802,14.8,489,2,65,50.1,1965,984,494,635,77.8,33,9,24-9,72.7,7,1259,38.15,202,389,24,south dakota st.,1355,summit
southdakotast,2019,se_data/se_2019,327,802,14.8,489,2,65,50.1,1965,984,494,635,77.8,33,9,24-9,72.7,7,1259,38.15,202,389,24,south-dakota-st,1355,summit
hofstra,2019,se_data/se_2019,308,800,14.1,492,3.5,122,48.6,2055,998,615,767,80.2,35,8,27-8,77.1,2,1168,33.37,228,343,27,hofstra,1220,caa
westerncaro,2019,se_data/se_2019,296,800,12.2,389,1.7,53,45.4,1744,792,424,628,67.5,32,25,7-25,21.9,292,1135,35.47,135,583,7,western caro.,1441,southern
westerncaro,2019,se_data/se_2019,296,800,12.2,389,1.7,53,45.4,1744,792,424,628,67.5,32,25,7-25,21.9,292,1135,35.47,135,583,7,western-caro,1441,southern
nebraska,2019,se_data/se_2019,270,800,12.9,466,4.2,151,42.9,2133,916,484,694,69.7,36,17,19-17,52.8,205,1277,35.47,260,345,19,nebraska,1304,big_ten
southernutah,2019,se_data/se_2019,272,799,12.5,426,3.4,114,44.1,1997,881,539,757,71.2,34,17,17-17,50,156,1250,36.76,199,466,17,southern utah,1381,big_sky
southernutah,2019,se_data/se_2019,272,799,12.5,426,3.4,114,44.1,1997,881,539,757,71.2,34,17,17-17,50,156,1250,36.76,199,466,17,southern-utah,1381,big_sky
rice,2019,se_data/se_2019,277,797,13.3,425,3.3,104,42.6,1867,795,500,729,68.6,32,19,13-19,40.6,249,1224,38.25,171,439,13,rice,1349,cusa
chattanooga,2019,se_data/se_2019,290,795,13.1,418,2.5,79,44.3,1881,833,312,457,68.3,32,20,12-20,37.5,261,1096,34.25,139,410,12,chattanooga,1151,southern
uni,2019,se_data/se_2019,276,792,10.9,371,2.2,75,41.6,1847,769,401,537,74.7,34,18,16-18,47.1,41,1113,32.74,165,393,16,uni,1320,mvc
canisius,2019,se_data/se_2019,256,791,14.6,466,3.4,108,43.5,1834,798,398,575,69.2,32,17,15-17,46.9,225,1014,31.69,204,412,15,canisius,1145,maac
albany,2019,se_data/se_2019,274,790,12.6,402,2.4,78,41.6,1750,728,420,564,74.5,32,20,12-20,37.5,47,1082,33.81,195,454,12,albany,1107,aec
gonzaga,2019,se_data/se_2019,287,790,18.1,668,5.5,204,52.6,2239,1177,602,791,76.1,37,4,33-4,89.2,16,1443,39,278,394,33,gonzaga,1211,wcc
robertmorris,2019,se_data/se_2019,280,789,13.9,487,2.6,92,43.2,1991,861,446,638,69.9,35,17,18-17,51.4,200,1178,33.66,257,507,18,robert morris,1352,nec
robertmorris,2019,se_data/se_2019,280,789,13.9,487,2.6,92,43.2,1991,861,446,638,69.9,35,17,18-17,51.4,200,1178,33.66,257,507,18,robert-morris,1352,nec
delawarest,2019,se_data/se_2019,234,789,10.7,333,2.1,66,35.4,1963,695,332,489,67.9,31,25,6-25,19.4,277,1144,36.9,214,435,6,delaware st,1175,meac
delawarest,2019,se_data/se_2019,234,789,10.7,333,2.1,66,35.4,1963,695,332,489,67.9,31,25,6-25,19.4,277,1144,36.9,214,435,6,delaware st.,1175,meac
delawarest,2019,se_data/se_2019,234,789,10.7,333,2.1,66,35.4,1963,695,332,489,67.9,31,25,6-25,19.4,277,1144,36.9,214,435,6,delaware-st,1175,meac
binghamton,2019,se_data/se_2019,275,788,9.8,324,4.6,152,43.1,1842,793,291,450,64.7,33,23,10-23,30.3,333,1060,32.12,183,409,10,binghamton,1127,aec
newhampshire,2019,se_data/se_2019,261,787,11.2,325,1.8,53,37.6,1656,623,235,385,61,29,24,5-24,17.2,348,987,34.03,116,356,5,new hampshire,1306,aec
newhampshire,2019,se_data/se_2019,261,787,11.2,325,1.8,53,37.6,1656,623,235,385,61,29,24,5-24,17.2,348,987,34.03,116,356,5,new-hampshire,1306,aec
centralark,2019,se_data/se_2019,276,784,14,463,3.6,120,42.6,1903,810,487,667,73,33,19,14-19,42.4,96,1163,35.24,202,478,14,central ark.,1146,southland
centralark,2019,se_data/se_2019,276,784,14,463,3.6,120,42.6,1903,810,487,667,73,33,19,14-19,42.4,96,1163,35.24,202,478,14,central-ark,1146,southland
lasalle,2019,se_data/se_2019,259,783,12.6,391,3.2,98,40,1798,719,394,512,77,31,21,10-21,32.3,14,1058,34.13,230,435,10,la salle,1247,a_ten
lasalle,2019,se_data/se_2019,259,783,12.6,391,3.2,98,40,1798,719,394,512,77,31,21,10-21,32.3,14,1058,34.13,230,435,10,la-salle,1247,a_ten
iowa,2019,se_data/se_2019,285,782,15.5,542,3.2,112,45.6,2006,914,627,849,73.9,35,12,23-12,65.7,70,1246,35.6,211,427,23,iowa,1234,big_ten
washington,2019,se_data/se_2019,273,780,11.6,419,5.8,207,45.1,1956,883,472,679,69.5,36,9,27-9,75,209,1127,31.31,323,481,27,washington,1449,pac_twelve
evansville,2019,se_data/se_2019,264,778,12.3,394,2.8,89,42.1,1774,747,476,660,72.1,32,21,11-21,34.4,124,1092,34.13,184,410,11,evansville,1191,mvc
grandcanyon,2019,se_data/se_2019,257,777,14.1,478,2.2,75,45.2,2006,907,487,666,73.1,34,14,20-14,58.8,92,1238,36.41,207,411,20,grand canyon,1213,wac
grandcanyon,2019,se_data/se_2019,257,777,14.1,478,2.2,75,45.2,2006,907,487,666,73.1,34,14,20-14,58.8,92,1238,36.41,207,411,20,grand-canyon,1213,wac
kentst,2019,se_data/se_2019,261,775,13,430,3.6,119,43.2,2032,878,464,641,72.4,33,11,22-11,66.7,113,1185,35.91,226,378,22,kent st.,1245,mac
kentst,2019,se_data/se_2019,261,775,13,430,3.6,119,43.2,2032,878,464,641,72.4,33,11,22-11,66.7,113,1185,35.91,226,378,22,kent-st,1245,mac
ohiost,2019,se_data/se_2019,264,774,14.1,494,2.4,85,43.4,1931,839,477,650,73.4,35,15,20-15,57.1,85,1216,34.74,206,439,20,ohio st,1326,big_ten
ohiost,2019,se_data/se_2019,264,774,14.1,494,2.4,85,43.4,1931,839,477,650,73.4,35,15,20-15,57.1,85,1216,34.74,206,439,20,ohio st.,1326,big_ten
ohiost,2019,se_data/se_2019,264,774,14.1,494,2.4,85,43.4,1931,839,477,650,73.4,35,15,20-15,57.1,85,1216,34.74,206,439,20,ohio-st,1326,big_ten
mississippist,2019,se_data/se_2019,292,774,14.1,481,5.1,172,47.2,1982,936,464,647,71.7,34,11,23-11,67.6,140,1213,35.68,274,451,23,mississippi st,1280,sec
mississippist,2019,se_data/se_2019,292,774,14.1,481,5.1,172,47.2,1982,936,464,647,71.7,34,11,23-11,67.6,140,1213,35.68,274,451,23,mississippi st.,1280,sec
mississippist,2019,se_data/se_2019,292,774,14.1,481,5.1,172,47.2,1982,936,464,647,71.7,34,11,23-11,67.6,140,1213,35.68,274,451,23,mississippi-st,1280,sec
utarlington,2019,se_data/se_2019,234,773,12.8,421,2.9,97,40.9,1908,781,488,659,74.1,33,16,17-16,51.5,66,1237,37.48,211,467,17,ut arlington,1426,sun_belt
utarlington,2019,se_data/se_2019,234,773,12.8,421,2.9,97,40.9,1908,781,488,659,74.1,33,16,17-16,51.5,66,1237,37.48,211,467,17,ut-arlington,1426,sun_belt
drake,2019,se_data/se_2019,279,773,15.2,518,3.8,130,46.7,1943,908,468,618,75.7,34,10,24-10,70.6,22,1214,35.71,180,449,24,drake,1179,mvc
wagner,2019,se_data/se_2019,236,773,11.7,351,3.6,108,38.6,1696,655,428,575,74.4,30,17,13-17,43.3,48,1095,36.5,184,414,13,wagner,1447,nec
utahst,2019,se_data/se_2019,274,772,17.1,598,4.2,147,47,2039,959,559,747,74.8,35,7,28-7,80,38,1403,40.09,215,447,28,utah st,1429,mwc
utahst,2019,se_data/se_2019,274,772,17.1,598,4.2,147,47,2039,959,559,747,74.8,35,7,28-7,80,38,1403,40.09,215,447,28,utah st.,1429,mwc
utahst,2019,se_data/se_2019,274,772,17.1,598,4.2,147,47,2039,959,559,747,74.8,35,7,28-7,80,38,1403,40.09,215,447,28,utah-st,1429,mwc
smu,2019,se_data/se_2019,263,772,13.8,441,3.8,123,44.2,1884,833,374,523,71.5,32,17,15-17,46.9,151,1141,35.66,189,351,15,smu,1374,aac
vcu,2019,se_data/se_2019,235,771,13.6,450,4.5,148,43.8,1872,820,469,669,70.1,33,8,25-8,75.8,195,1211,36.7,263,460,25,vcu,1433,a_ten
norfolkst,2019,se_data/se_2019,282,770,12.7,457,4.3,154,43.3,2079,900,570,803,71,36,14,22-14,61.1,164,1318,36.61,219,523,22,norfolk st,1313,meac
norfolkst,2019,se_data/se_2019,282,770,12.7,457,4.3,154,43.3,2079,900,570,803,71,36,14,22-14,61.1,164,1318,36.61,219,523,22,norfolk st.,1313,meac
norfolkst,2019,se_data/se_2019,282,770,12.7,457,4.3,154,43.3,2079,900,570,803,71,36,14,22-14,61.1,164,1318,36.61,219,523,22,norfolk-st,1313,meac
portlandst,2019,se_data/se_2019,238,769,13.6,434,4.1,130,42.4,2017,856,525,748,70.2,32,16,16-16,50,192,1281,40.03,264,449,16,portland st,1340,big_sky
portlandst,2019,se_data/se_2019,238,769,13.6,434,4.1,130,42.4,2017,856,525,748,70.2,32,16,16-16,50,192,1281,40.03,264,449,16,portland st.,1340,big_sky
portlandst,2019,se_data/se_2019,238,769,13.6,434,4.1,130,42.4,2017,856,525,748,70.2,32,16,16-16,50,192,1281,40.03,264,449,16,portland-st,1340,big_sky
coastalcarolina,2019,se_data/se_2019,284,766,13.3,451,2.3,78,45.3,1986,899,559,778,71.9,34,17,17-17,50,136,1256,36.94,214,473,17,coastal carolina,1157,sun_belt
coastalcarolina,2019,se_data/se_2019,284,766,13.3,451,2.3,78,45.3,1986,899,559,778,71.9,34,17,17-17,50,136,1256,36.94,214,473,17,coastal-carolina,1157,sun_belt
montana,2019,se_data/se_2019,287,763,14.6,510,3,106,49.2,1983,975,428,621,68.9,35,9,26-9,74.3,237,1176,33.6,229,418,26,montana,1285,big_sky
bowlinggreen,2019,se_data/se_2019,272,762,12.6,427,2.6,90,44.3,2134,945,506,755,67,34,12,22-12,64.7,303,1396,41.06,227,411,22,bowling green,1132,mac
bowlinggreen,2019,se_data/se_2019,272,762,12.6,427,2.6,90,44.3,2134,945,506,755,67,34,12,22-12,64.7,303,1396,41.06,227,411,22,bowling-green,1132,mac
moreheadst,2019,se_data/se_2019,260,762,13.4,441,4.2,137,42.9,1993,855,461,654,70.5,33,20,13-20,39.4,178,1175,35.61,186,402,13,morehead st,1287,ovc
moreheadst,2019,se_data/se_2019,260,762,13.4,441,4.2,137,42.9,1993,855,461,654,70.5,33,20,13-20,39.4,178,1175,35.61,186,402,13,morehead st.,1287,ovc
moreheadst,2019,se_data/se_2019,260,762,13.4,441,4.2,137,42.9,1993,855,461,654,70.5,33,20,13-20,39.4,178,1175,35.61,186,402,13,morehead-st,1287,ovc
southalabama,2019,se_data/se_2019,285,761,13.9,471,4.1,141,46,1883,867,459,669,68.6,34,17,17-17,50,248,1093,32.15,201,456,17,south alabama,1375,sun_belt
southalabama,2019,se_data/se_2019,285,761,13.9,471,4.1,141,46,1883,867,459,669,68.6,34,17,17-17,50,248,1093,32.15,201,456,17,south-alabama,1375,sun_belt
vermont,2019,se_data/se_2019,273,761,11.7,399,4,136,45.8,1887,864,507,678,74.8,34,7,27-7,79.4,39,1194,35.12,188,377,27,vermont,1436,aec
olemiss,2019,se_data/se_2019,272,760,14.4,475,3.6,118,46,1906,876,461,589,78.3,33,13,20-13,60.6,4,1128,34.18,235,416,20,ole miss,1279,sec
olemiss,2019,se_data/se_2019,272,760,14.4,475,3.6,118,46,1906,876,461,589,78.3,33,13,20-13,60.6,4,1128,34.18,235,416,20,ole-miss,1279,sec
texastech,2019,se_data/se_2019,277,759,13.6,518,4.9,186,46.9,2110,990,508,694,73.2,38,7,31-7,81.6,89,1295,34.08,278,457,31,texas tech,1403,big_twelve
texastech,2019,se_data/se_2019,277,759,13.6,518,4.9,186,46.9,2110,990,508,694,73.2,38,7,31-7,81.6,89,1295,34.08,278,457,31,texas-tech,1403,big_twelve
etsu,2019,se_data/se_2019,274,758,15.7,534,4,135,48.6,2067,1004,425,634,67,34,10,24-10,70.6,302,1351,39.74,252,483,24,etsu,1190,southern
georgetown,2019,se_data/se_2019,269,757,16.4,541,4,131,44.3,2017,894,568,771,73.7,33,14,19-14,57.6,78,1298,39.33,198,443,19,georgetown,1207,big_east
louisianatech,2019,se_data/se_2019,253,756,13.3,440,3.5,115,43.6,1928,840,453,690,65.7,33,13,20-13,60.6,322,1203,36.45,190,385,20,louisiana tech,1256,cusa
louisianatech,2019,se_data/se_2019,253,756,13.3,440,3.5,115,43.6,1928,840,453,690,65.7,33,13,20-13,60.6,322,1203,36.45,190,385,20,louisiana-tech,1256,cusa
olddominion,2019,se_data/se_2019,264,756,12.5,439,4.6,160,40.6,2026,823,388,585,66.3,35,9,26-9,74.3,318,1365,39,197,408,26,old dominion,1330,cusa
olddominion,2019,se_data/se_2019,264,756,12.5,439,4.6,160,40.6,2026,823,388,585,66.3,35,9,26-9,74.3,318,1365,39,197,408,26,old-dominion,1330,cusa
oklahomast,2019,se_data/se_2019,280,753,13.2,422,4.3,139,42.3,1796,760,378,549,68.9,32,20,12-20,37.5,240,1094,34.19,183,389,12,oklahoma st,1329,big_twelve
oklahomast,2019,se_data/se_2019,280,753,13.2,422,4.3,139,42.3,1796,760,378,549,68.9,32,20,12-20,37.5,240,1094,34.19,183,389,12,oklahoma st.,1329,big_twelve
oklahomast,2019,se_data/se_2019,280,753,13.2,422,4.3,139,42.3,1796,760,378,549,68.9,32,20,12-20,37.5,240,1094,34.19,183,389,12,oklahoma-st,1329,big_twelve
idahost,2019,se_data/se_2019,274,752,12.8,383,2.9,88,44.7,1742,779,366,498,73.5,30,19,11-19,36.7,84,975,32.5,154,360,11,idaho st,1226,big_sky
idahost,2019,se_data/se_2019,274,752,12.8,383,2.9,88,44.7,1742,779,366,498,73.5,30,19,11-19,36.7,84,975,32.5,154,360,11,idaho st.,1226,big_sky
idahost,2019,se_data/se_2019,274,752,12.8,383,2.9,88,44.7,1742,779,366,498,73.5,30,19,11-19,36.7,84,975,32.5,154,360,11,idaho-st,1226,big_sky
illinois,2019,se_data/se_2019,259,751,13.5,446,2.6,86,43.1,2001,862,415,591,70.2,33,21,12-21,36.4,190,1088,32.97,244,436,12,illinois,1228,big_ten
radford,2019,se_data/se_2019,285,751,14.2,467,3.1,101,46.1,1938,893,369,515,71.7,33,11,22-11,66.7,143,1169,35.42,196,358,22,radford,1347,big_south
arkansas,2019,se_data/se_2019,259,751,16,543,5.1,172,44.6,2004,893,514,769,66.8,34,16,18-16,52.9,306,1143,33.62,276,450,18,arkansas,1116,sec
hawaii,2019,se_data/se_2019,266,751,15.4,478,2.1,66,45.1,1746,788,399,576,69.3,31,13,18-13,58.1,221,1055,34.03,156,368,18,hawai'i,1218,big_west
hawaii,2019,se_data/se_2019,266,751,15.4,478,2.1,66,45.1,1746,788,399,576,69.3,31,13,18-13,58.1,221,1055,34.03,156,368,18,hawaii,1218,big_west
northernariz,2019,se_data/se_2019,259,749,12.3,381,2.1,65,43.2,1819,785,433,614,70.5,31,21,10-21,32.3,176,1056,34.06,196,372,10,northern ariz.,1319,big_sky
northernariz,2019,se_data/se_2019,259,749,12.3,381,2.1,65,43.2,1819,785,433,614,70.5,31,21,10-21,32.3,176,1056,34.06,196,372,10,northern-ariz,1319,big_sky
temple,2019,se_data/se_2019,247,748,14.4,476,2.2,73,43.7,1998,873,472,649,72.7,33,10,23-10,69.7,102,1136,34.42,284,368,23,temple,1396,aac
delaware,2019,se_data/se_2019,282,746,12.9,425,2.4,78,45.9,1808,830,410,564,72.7,33,16,17-16,51.5,104,1083,32.82,149,378,17,delaware,1174,caa
brown,2019,se_data/se_2019,255,745,13.1,418,3.8,123,44.3,1818,805,490,685,71.5,32,12,20-12,62.5,149,1158,36.19,241,458,20,brown,1135,ivy
unlv,2019,se_data/se_2019,251,745,12.9,399,3.7,115,42.7,1852,791,443,647,68.5,31,14,17-14,54.8,256,1203,38.81,184,402,17,unlv,1424,mwc
northwestern,2019,se_data/se_2019,233,745,14.1,451,4.2,134,40.2,1828,735,405,551,73.5,32,19,13-19,40.6,83,1091,34.09,176,351,13,northwestern,1321,big_ten
uncw,2019,se_data/se_2019,260,744,15,495,2.1,68,44.3,1986,880,493,673,73.3,33,23,10-23,30.3,86,1222,37.03,150,437,10,uncw,1423,caa
texasst,2019,se_data/se_2019,244,744,14.5,493,2.5,84,44.4,1971,876,474,694,68.3,34,10,24-10,70.6,260,1291,37.97,234,455,24,texas st,1402,sun_belt
texasst,2019,se_data/se_2019,244,744,14.5,493,2.5,84,44.4,1971,876,474,694,68.3,34,10,24-10,70.6,260,1291,37.97,234,455,24,texas st.,1402,sun_belt
texasst,2019,se_data/se_2019,244,744,14.5,493,2.5,84,44.4,1971,876,474,694,68.3,34,10,24-10,70.6,260,1291,37.97,234,455,24,texas-st,1402,sun_belt
ucriverside,2019,se_data/se_2019,279,743,12.9,425,1.8,60,44.3,1787,792,290,424,68.4,33,23,10-23,30.3,257,1052,31.88,164,424,10,uc riverside,1415,big_west
ucriverside,2019,se_data/se_2019,279,743,12.9,425,1.8,60,44.3,1787,792,290,424,68.4,33,23,10-23,30.3,257,1052,31.88,164,424,10,uc-riverside,1415,big_west
kansas,2019,se_data/se_2019,260,743,13.3,478,3.9,139,46.5,2128,989,487,691,70.5,36,10,26-10,72.2,179,1377,38.25,243,483,26,kansas,1242,big_twelve
setonhall,2019,se_data/se_2019,240,741,13.5,459,3.9,132,43.9,2021,888,492,697,70.6,34,14,20-14,58.8,173,1215,35.74,235,423,20,seton hall,1371,big_east
setonhall,2019,se_data/se_2019,240,741,13.5,459,3.9,132,43.9,2021,888,492,697,70.6,34,14,20-14,58.8,173,1215,35.74,235,423,20,seton-hall,1371,big_east
lsu,2019,se_data/se_2019,236,740,12.9,452,4.2,148,45.7,2162,988,603,802,75.2,35,7,28-7,80,32,1355,38.71,308,453,28,lsu,1261,sec
xavier,2019,se_data/se_2019,245,740,14.8,519,3.7,128,46.6,1977,922,437,644,67.9,35,16,19-16,54.3,279,1284,36.69,190,464,19,xavier,1462,big_east
utahvalley,2019,se_data/se_2019,283,740,13.8,484,2.5,89,48.2,1929,930,554,764,72.5,35,10,25-10,71.4,110,1268,36.23,201,487,25,utah valley,1430,wac
utahvalley,2019,se_data/se_2019,283,740,13.8,484,2.5,89,48.2,1929,930,554,764,72.5,35,10,25-10,71.4,110,1268,36.23,201,487,25,utah-valley,1430,wac
fairfield,2019,se_data/se_2019,259,740,12.9,401,2,63,43.4,1755,761,291,420,69.3,31,22,9-22,29,220,968,31.23,202,436,9,fairfield,1193,maac
vanderbilt,2019,se_data/se_2019,230,739,11.6,371,3.9,126,42.1,1750,736,478,710,67.3,32,23,9-23,28.1,295,1135,35.47,154,454,9,vanderbilt,1435,sec
niagara,2019,se_data/se_2019,265,738,10.7,343,4,127,42.1,1887,795,463,629,73.6,32,19,13-19,40.6,80,1143,35.72,128,390,13,niagara,1310,maac
lafayette,2019,se_data/se_2019,280,736,14,419,4.2,126,44.9,1786,802,325,437,74.4,30,20,10-20,33.3,52,1001,33.37,158,402,10,lafayette,1248,patriot
easternill,2019,se_data/se_2019,272,735,13.6,434,3.8,120,43.2,1912,826,375,545,68.8,32,18,14-18,43.8,243,1147,35.84,200,427,14,eastern ill.,1183,ovc
easternill,2019,se_data/se_2019,272,735,13.6,434,3.8,120,43.2,1912,826,375,545,68.8,32,18,14-18,43.8,243,1147,35.84,200,427,14,eastern-ill,1183,ovc
williammary,2019,se_data/se_2019,254,735,17.1,529,4.7,146,47.4,1773,841,385,576,66.8,31,17,14-17,45.2,305,1059,34.16,158,392,14,william & mary,1456,caa
williammary,2019,se_data/se_2019,254,735,17.1,529,4.7,146,47.4,1773,841,385,576,66.8,31,17,14-17,45.2,305,1059,34.16,158,392,14,william--mary,1456,caa
williammary,2019,se_data/se_2019,254,735,17.1,529,4.7,146,47.4,1773,841,385,576,66.8,31,17,14-17,45.2,305,1059,34.16,158,392,14,william-mary,1456,caa
southerncalifornia,2019,se_data/se_2019,281,735,16.2,536,3.5,117,46,2039,937,363,563,64.5,33,17,16-17,48.5,335,1185,35.91,202,392,16,southern california,1425,pac_twelve
southerncalifornia,2019,se_data/se_2019,281,735,16.2,536,3.5,117,46,2039,937,363,563,64.5,33,17,16-17,48.5,335,1185,35.91,202,392,16,southern-california,1425,pac_twelve
oralroberts,2019,se_data/se_2019,266,734,13.6,434,3.3,106,45.6,1874,854,340,492,69.1,32,21,11-21,34.4,233,1146,35.81,152,446,11,oral roberts,1331,summit
oralroberts,2019,se_data/se_2019,266,734,13.6,434,3.3,106,45.6,1874,854,340,492,69.1,32,21,11-21,34.4,233,1146,35.81,152,446,11,oral-roberts,1331,summit
illinoisst,2019,se_data/se_2019,244,734,12.8,421,3.2,106,43.1,1887,813,387,540,71.7,33,16,17-16,51.5,141,1139,34.52,162,417,17,illinois st,1229,mvc
illinoisst,2019,se_data/se_2019,244,734,12.8,421,3.2,106,43.1,1887,813,387,540,71.7,33,16,17-16,51.5,141,1139,34.52,162,417,17,illinois st.,1229,mvc
illinoisst,2019,se_data/se_2019,244,734,12.8,421,3.2,106,43.1,1887,813,387,540,71.7,33,16,17-16,51.5,141,1139,34.52,162,417,17,illinois-st,1229,mvc
uconn,2019,se_data/se_2019,252,732,12.8,422,4.4,145,44.6,1959,874,436,641,68,33,17,16-17,48.5,274,1171,35.48,200,427,16,uconn,1163,aac
cornell,2019,se_data/se_2019,243,731,14.6,453,3.5,107,44.2,1705,754,398,551,72.2,31,16,15-16,48.4,119,1014,32.71,181,413,15,cornell,1165,ivy
massachusetts,2019,se_data/se_2019,256,731,14.7,469,2.9,93,44.1,1832,808,391,574,68.1,32,21,11-21,34.4,269,1119,34.97,154,445,11,massachusetts,1269,a_ten
murrayst,2019,se_data/se_2019,258,731,17.9,591,4.5,149,49.2,2007,988,493,673,73.3,33,5,28-5,84.8,86,1250,37.88,249,400,28,murray st,1293,ovc
murrayst,2019,se_data/se_2019,258,731,17.9,591,4.5,149,49.2,2007,988,493,673,73.3,33,5,28-5,84.8,86,1250,37.88,249,400,28,murray st.,1293,ovc
murrayst,2019,se_data/se_2019,258,731,17.9,591,4.5,149,49.2,2007,988,493,673,73.3,33,5,28-5,84.8,86,1250,37.88,249,400,28,murray-st,1293,ovc
missouri,2019,se_data/se_2019,264,727,11.1,354,1.7,53,43,1764,758,370,526,70.3,32,17,15-17,46.9,182,1130,35.31,149,448,15,missouri,1281,sec
sanfrancisco,2019,se_data/se_2019,258,727,14.2,439,3.4,105,46.7,1851,864,372,568,65.5,31,10,21-10,67.7,325,1138,36.71,188,321,21,san francisco,1362,wcc
sanfrancisco,2019,se_data/se_2019,258,727,14.2,439,3.4,105,46.7,1851,864,372,568,65.5,31,10,21-10,67.7,325,1138,36.71,188,321,21,san-francisco,1362,wcc
utmartin,2019,se_data/se_2019,250,726,14.2,441,2.8,88,44.6,1915,854,398,528,75.4,31,19,12-19,38.7,27,1062,34.26,223,418,12,ut martin,1404,ovc
utmartin,2019,se_data/se_2019,250,726,14.2,441,2.8,88,44.6,1915,854,398,528,75.4,31,19,12-19,38.7,27,1062,34.26,223,418,12,ut-martin,1404,ovc
fgcu,2019,se_data/se_2019,269,724,14,449,4.2,133,45.3,1787,809,393,588,66.8,32,18,14-18,43.8,307,1061,33.16,219,481,14,fgcu,1195,a_sun
richmond,2019,se_data/se_2019,251,723,15.7,519,3.1,101,47.2,1800,849,365,552,66.1,33,20,13-20,39.4,319,957,29,249,336,13,richmond,1350,a_ten
westernmich,2019,se_data/se_2019,228,723,11.7,374,2.4,78,42.5,1822,774,470,680,69.1,32,24,8-24,25,232,1197,37.41,147,490,8,western mich.,1444,mac
westernmich,2019,se_data/se_2019,228,723,11.7,374,2.4,78,42.5,1822,774,470,680,69.1,32,24,8-24,25,232,1197,37.41,147,490,8,western-mich,1444,mac
mountstmarys,2019,se_data/se_2019,223,723,11.4,354,3.5,107,41.8,1755,733,403,594,67.8,31,22,9-22,29,280,1036,33.42,146,410,9,mount st. mary's,1291,nec
mountstmarys,2019,se_data/se_2019,223,723,11.4,354,3.5,107,41.8,1755,733,403,594,67.8,31,22,9-22,29,280,1036,33.42,146,410,9,mount st. marys,1291,nec
mountstmarys,2019,se_data/se_2019,223,723,11.4,354,3.5,107,41.8,1755,733,403,594,67.8,31,22,9-22,29,280,1036,33.42,146,410,9,mount-st-marys,1291,nec
coloradost,2019,se_data/se_2019,259,722,14.8,472,2.4,76,47.6,1818,866,402,579,69.4,32,20,12-20,37.5,215,1081,33.78,199,372,12,colorado st,1161,mwc
coloradost,2019,se_data/se_2019,259,722,14.8,472,2.4,76,47.6,1818,866,402,579,69.4,32,20,12-20,37.5,215,1081,33.78,199,372,12,colorado st.,1161,mwc
